2021-05-11 22:25:53,42.3,600117.184,0x0,0
2021-05-11 22:25:54,42.3,600169.92,0x0,0
2021-05-11 22:25:55,42.3,600169.92,0x0,0
2021-05-11 22:25:56,41.3,600169.92,0x0,0
2021-05-11 22:25:57,42.3,600117.184,0x0,0
2021-05-11 22:25:58,42.8,600117.184,0x0,0
2021-05-11 22:25:59,42.3,600169.92,0x0,0
2021-05-11 22:26:00,42.3,600117.184,0x0,0
2021-05-11 22:26:01,42.8,600117.184,0x0,0
2021-05-11 22:26:02,43.3,600169.92,0x0,0
2021-05-11 22:26:04,43.3,600117.184,0x0,0
2021-05-11 22:26:05,42.3,600169.92,0x0,0
2021-05-11 22:26:06,42.8,600169.92,0x0,0
2021-05-11 22:26:07,43.3,600117.184,0x0,0
2021-05-11 22:26:08,42.8,600117.184,0x0,0
2021-05-11 22:26:09,42.8,600169.92,0x0,0
2021-05-11 22:26:10,42.3,600169.92,0x0,0
2021-05-11 22:26:11,42.3,600117.184,0x0,0
2021-05-11 22:26:12,43.3,600117.184,0x0,0
2021-05-11 22:26:14,44.3,600169.92,0x0,0
2021-05-11 22:26:15,42.8,600169.92,0x0,0
2021-05-11 22:26:16,43.8,700154.304,0x0,0
2021-05-11 22:26:17,43.3,600169.92,0x0,0
2021-05-11 22:26:18,42.8,900175.808,0x0,0
2021-05-11 22:26:19,42.8,600117.184,0x0,0
2021-05-11 22:26:20,43.3,600169.92,0x0,0
2021-05-11 22:26:21,43.3,800191.424,0x0,0
2021-05-11 22:26:22,42.8,600117.184,0x0,0
2021-05-11 22:26:23,41.8,600169.92,0x0,0
2021-05-11 22:26:23,42.8,1300324.224,0x0,1
2021-05-11 22:26:25,52.5,2000478.464,0x0,1
2021-05-11 22:26:26,55.5,2000478.464,0x0,1
2021-05-11 22:26:27,59.4,2000478.464,0x0,1
2021-05-11 22:26:28,61.8,2000478.464,0x0,1
2021-05-11 22:26:30,64.2,2000478.464,0x0,1
2021-05-11 22:26:31,65.7,2000531.2,0x0,1
2021-05-11 22:26:32,67.2,2000478.464,0x0,1
2021-05-11 22:26:33,69.1,2000478.464,0x0,1
2021-05-11 22:26:34,70.1,2000478.464,0x0,1
2021-05-11 22:26:36,71.5,2000531.2,0x0,1
2021-05-11 22:26:37,72.5,2000478.464,0x0,1
2021-05-11 22:26:38,72.5,2000531.2,0x0,1
2021-05-11 22:26:39,73.0,2000531.2,0x0,1
2021-05-11 22:26:41,73.5,2000478.464,0x0,1
2021-05-11 22:26:42,75.9,2000478.464,0x0,1
2021-05-11 22:26:43,75.4,2000478.464,0x0,1
2021-05-11 22:26:44,77.4,2000478.464,0x0,1
2021-05-11 22:26:46,77.9,2000478.464,0x0,1
2021-05-11 22:26:47,77.9,2000478.464,0x0,1
2021-05-11 22:26:48,78.8,2000478.464,0x0,1
2021-05-11 22:26:49,79.8,2000478.464,0x0,1
2021-05-11 22:26:51,79.3,2000531.2,0x0,1
2021-05-11 22:26:52,81.3,2000531.2,0x0,1
2021-05-11 22:26:53,81.3,2000478.464,0x0,1
2021-05-11 22:26:54,82.3,1333652.352,0x20000,1
2021-05-11 22:26:56,82.3,1333652.352,0x20000,1
2021-05-11 22:26:57,82.3,1333652.352,0x20000,1
2021-05-11 22:26:58,81.3,1333652.352,0x20000,1
2021-05-11 22:26:59,81.8,2000478.464,0x20000,1
2021-05-11 22:27:01,81.8,2000531.2,0x20002,1
2021-05-11 22:27:02,81.8,2000478.464,0x20000,1
2021-05-11 22:27:03,82.3,1333652.352,0x20000,1
2021-05-11 22:27:04,82.7,2000478.464,0x20000,1
2021-05-11 22:27:06,81.3,1333652.352,0x20000,1
2021-05-11 22:27:07,82.3,2000478.464,0x20000,1
2021-05-11 22:27:08,83.2,1333652.352,0x20002,1
2021-05-11 22:27:09,82.3,1333652.352,0x20000,1
2021-05-11 22:27:11,81.3,2000531.2,0x20000,1
2021-05-11 22:27:12,82.7,1333652.352,0x20000,1
2021-05-11 22:27:13,81.8,1333652.352,0x20000,1
2021-05-11 22:27:14,81.3,2000478.464,0x20000,1
2021-05-11 22:27:16,81.8,1333652.352,0x20002,1
2021-05-11 22:27:17,79.8,2000478.464,0x20002,1
2021-05-11 22:27:18,82.3,1333652.352,0x20000,1
2021-05-11 22:27:19,82.7,1333705.088,0x20002,1
2021-05-11 22:27:21,83.2,1333652.352,0x20002,1
2021-05-11 22:27:22,82.7,1333652.352,0x20000,1
2021-05-11 22:27:23,82.3,1333652.352,0x20000,1
2021-05-11 22:27:24,83.2,1333652.352,0x20002,1
2021-05-11 22:27:26,81.3,1333652.352,0x20000,1
2021-05-11 22:27:27,83.2,2000531.2,0x20002,1
2021-05-11 22:27:28,81.8,2000478.464,0x20002,1
2021-05-11 22:27:29,81.8,2000531.2,0x20002,1
2021-05-11 22:27:31,83.2,2000478.464,0x20000,1
2021-05-11 22:27:32,82.3,2000478.464,0x20000,1
2021-05-11 22:27:33,82.7,1333652.352,0x20000,1
2021-05-11 22:27:34,83.7,1333652.352,0x20000,1
2021-05-11 22:27:35,83.2,1333652.352,0x20002,1
2021-05-11 22:27:37,82.3,1333652.352,0x20002,1
2021-05-11 22:27:38,81.8,2000478.464,0x20002,1
2021-05-11 22:27:39,81.3,2000531.2,0x20002,1
2021-05-11 22:27:41,82.3,1333705.088,0x20002,1
2021-05-11 22:27:42,83.2,2000531.2,0x20002,1
2021-05-11 22:27:43,82.3,1333652.352,0x20002,1
2021-05-11 22:27:44,81.3,2000478.464,0x20000,1
2021-05-11 22:27:45,83.2,1333652.352,0x20002,1
2021-05-11 22:27:47,82.7,1333652.352,0x20002,1
2021-05-11 22:27:48,82.7,1333652.352,0x20002,1
2021-05-11 22:27:49,83.2,1333652.352,0x20002,1
2021-05-11 22:27:50,82.7,1333652.352,0x20002,1
2021-05-11 22:27:52,81.8,1333705.088,0x20000,1
2021-05-11 22:27:53,83.2,1333652.352,0x20002,1
2021-05-11 22:27:54,82.7,1333652.352,0x20002,1
2021-05-11 22:27:55,81.3,1333652.352,0x20000,1
2021-05-11 22:27:57,83.2,1333652.352,0x20002,1
2021-05-11 22:27:58,82.7,2000478.464,0x20000,1
2021-05-11 22:27:59,82.3,1333652.352,0x20000,1
2021-05-11 22:28:00,82.3,1333652.352,0x20002,1
2021-05-11 22:28:01,84.7,1333652.352,0x20002,1
2021-05-11 22:28:03,83.2,1333652.352,0x20002,1
2021-05-11 22:28:04,82.3,1333652.352,0x20002,1
2021-05-11 22:28:05,83.2,1333652.352,0x20002,1
2021-05-11 22:28:07,83.2,1333652.352,0x20002,1
2021-05-11 22:28:08,82.7,1333652.352,0x20002,1
2021-05-11 22:28:09,81.8,2000478.464,0x20002,1
2021-05-11 22:28:10,82.7,1333652.352,0x20002,1
2021-05-11 22:28:12,82.7,1333652.352,0x20002,1
2021-05-11 22:28:13,82.7,1333705.088,0x20002,1
2021-05-11 22:28:14,83.7,1333652.352,0x60002,1
2021-05-11 22:28:15,83.2,1333652.352,0x60002,1
