2021-05-16 12:40:38,45.8,600000,600000,0
2021-05-16 12:40:39,47.4,600000,2000000,0
2021-05-16 12:40:40,48,600000,2000000,0
2021-05-16 12:40:41,48.4,600000,2000000,0
2021-05-16 12:40:42,47.8,600000,600000,0
2021-05-16 12:40:43,46.6,600000,600000,0
2021-05-16 12:40:44,46.6,600000,600000,0
2021-05-16 12:40:45,46,600000,600000,0
2021-05-16 12:40:46,47.8,600000,2000000,0
2021-05-16 12:40:47,48,600000,2000000,0
2021-05-16 12:40:48,46.6,600000,600000,0
2021-05-16 12:40:50,48.2,600000,2000000,0
2021-05-16 12:40:51,48.2,600000,2000000,0
2021-05-16 12:40:52,46.6,600000,600000,0
2021-05-16 12:40:53,48.2,600000,2000000,0
2021-05-16 12:40:54,48.4,600000,600000,0
2021-05-16 12:40:55,48.8,600000,2000000,0
2021-05-16 12:40:56,48.6,600000,2000000,0
2021-05-16 12:40:57,46.8,600000,600000,0
2021-05-16 12:40:58,46.6,600000,600000,0
2021-05-16 12:40:59,46.6,600000,600000,0
2021-05-16 12:41:00,48,600000,2000000,0
2021-05-16 12:41:01,48.4,600000,2000000,0
2021-05-16 12:41:02,46.8,600000,600000,0
2021-05-16 12:41:03,46.6,600000,600000,0
2021-05-16 12:41:05,48.4,600000,2000000,0
2021-05-16 12:41:06,48.6,600000,600000,0
2021-05-16 12:41:07,48.8,600000,2000000,0
2021-05-16 12:41:08,48.8,600000,2000000,0
2021-05-16 12:41:08,50.4,600000,600000,1
2021-05-16 12:41:09,76.8,1500000,1900000,1
2021-05-16 12:41:10,78.6,1500000,1800000,1
2021-05-16 12:41:11,76.6,1500000,1800000,1
2021-05-16 12:41:13,76.6,1500000,1800000,1
2021-05-16 12:41:14,76.8,1500000,1700000,1
2021-05-16 12:41:15,76.8,1500000,1700000,1
2021-05-16 12:41:16,76.6,1500000,1800000,1
2021-05-16 12:41:18,77.6,1500000,1700000,1
2021-05-16 12:41:19,76.8,1500000,1700000,1
2021-05-16 12:41:20,78,1500000,1800000,1
2021-05-16 12:41:21,77.2,1500000,1700000,1
2021-05-16 12:41:23,76,1500000,1700000,1
2021-05-16 12:41:24,76,1500000,1700000,1
2021-05-16 12:41:25,76,1500000,1700000,1
2021-05-16 12:41:26,76,1500000,1700000,1
2021-05-16 12:41:28,76,1500000,1700000,1
2021-05-16 12:41:29,76,1500000,1700000,1
2021-05-16 12:41:30,76,1500000,1700000,1
2021-05-16 12:41:31,76,1500000,1700000,1
2021-05-16 12:41:33,76,1500000,1700000,1
2021-05-16 12:41:34,76,1500000,1700000,1
2021-05-16 12:41:35,76,1500000,1700000,1
2021-05-16 12:41:37,76,1500000,1700000,1
2021-05-16 12:41:38,76,1500000,1700000,1
2021-05-16 12:41:39,76,1500000,1700000,1
2021-05-16 12:41:40,76,1500000,1700000,1
2021-05-16 12:41:42,76,1500000,1700000,1
2021-05-16 12:41:43,76,1500000,1700000,1
2021-05-16 12:41:44,76,1500000,1700000,1
2021-05-16 12:41:45,76,1500000,1700000,1
2021-05-16 12:41:47,76,1500000,1700000,1
2021-05-16 12:41:48,76,1500000,1700000,1
2021-05-16 12:41:49,76,1500000,1700000,1
2021-05-16 12:41:50,76,1500000,1700000,1
2021-05-16 12:41:52,76,1500000,1700000,1
2021-05-16 12:41:53,76,1500000,1700000,1
2021-05-16 12:41:54,76,1500000,1700000,1
2021-05-16 12:41:55,76,1500000,1700000,1
2021-05-16 12:41:57,76,1500000,1700000,1
2021-05-16 12:41:58,76,1500000,1700000,1
2021-05-16 12:41:59,76,1500000,1700000,1
2021-05-16 12:42:00,76,1500000,1700000,1
2021-05-16 12:42:02,76,1500000,1700000,1
2021-05-16 12:42:03,77.2,1500000,1700000,1
2021-05-16 12:42:04,77.8,1500000,1800000,1
2021-05-16 12:42:05,78.2,1500000,1700000,1
2021-05-16 12:42:07,76.2,1500000,1600000,1
2021-05-16 12:42:08,76,1500000,1700000,1
2021-05-16 12:42:09,76,1500000,1700000,1
2021-05-16 12:42:10,76,1500000,1700000,1
2021-05-16 12:42:12,76,1500000,1700000,1
2021-05-16 12:42:13,77.4,1500000,1800000,1
2021-05-16 12:42:14,77.8,1500000,1700000,1
2021-05-16 12:42:15,75.8,1500000,1700000,1
2021-05-16 12:42:17,76,1500000,1700000,1
2021-05-16 12:42:18,76,1500000,1700000,1
2021-05-16 12:42:19,76,1500000,1700000,1
2021-05-16 12:42:20,76,1500000,1700000,1
2021-05-16 12:42:22,75.8,1500000,1700000,1
2021-05-16 12:42:23,75.8,1500000,1700000,1
2021-05-16 12:42:24,75.8,1500000,1800000,1
2021-05-16 12:42:25,76.8,1500000,1800000,1
2021-05-16 12:42:27,78,1500000,1700000,1
2021-05-16 12:42:28,77,1500000,1700000,1
2021-05-16 12:42:29,76,1500000,1700000,1
2021-05-16 12:42:30,76,1500000,1700000,1
2021-05-16 12:42:32,75.8,1500000,1700000,1
2021-05-16 12:42:33,77,1500000,1700000,1
2021-05-16 12:42:34,76.8,1500000,1800000,1
2021-05-16 12:42:35,77.8,1500000,1700000,1
2021-05-16 12:42:37,75.4,1500000,1600000,1
2021-05-16 12:42:38,76,1500000,1700000,1
2021-05-16 12:42:39,75.6,1500000,1700000,1
2021-05-16 12:42:40,76.8,1500000,1800000,1
2021-05-16 12:42:42,77.6,1500000,1700000,1
2021-05-16 12:42:43,76.8,1500000,1800000,1
2021-05-16 12:42:44,78,1500000,1700000,1
2021-05-16 12:42:45,77,1500000,1700000,1
2021-05-16 12:42:47,77.6,1500000,1800000,1
2021-05-16 12:42:48,77.2,1500000,1700000,1
2021-05-16 12:42:49,77.6,1500000,1800000,1
2021-05-16 12:42:50,77.8,1500000,1700000,1
2021-05-16 12:42:52,77,1500000,1800000,1
2021-05-16 12:42:53,78.2,1500000,1700000,1
2021-05-16 12:42:54,77,1500000,1800000,1
2021-05-16 12:42:55,78,1500000,1800000,1
2021-05-16 12:42:57,77,1500000,1700000,1
2021-05-16 12:42:58,77.6,1500000,1800000,1
2021-05-16 12:42:59,77.2,1500000,1700000,1
2021-05-16 12:43:00,77.6,1500000,1800000,1
2021-05-16 12:43:02,77.4,1500000,1700000,1
2021-05-16 12:43:03,76.8,1500000,1800000,1
2021-05-16 12:43:04,77.6,1500000,1800000,1
2021-05-16 12:43:05,76.8,1500000,1700000,1
2021-05-16 12:43:07,77.4,1500000,1800000,1
2021-05-16 12:43:08,77.2,1500000,1700000,1
2021-05-16 12:43:09,77.4,1500000,1800000,1
2021-05-16 12:43:10,77.4,1500000,1700000,1
2021-05-16 12:43:12,76.8,1500000,1800000,1
2021-05-16 12:43:13,77.8,1500000,1800000,1
2021-05-16 12:43:14,76.8,1500000,1700000,1
2021-05-16 12:43:15,77.2,1500000,1800000,1
2021-05-16 12:43:17,77,1500000,1700000,1
2021-05-16 12:43:18,76.8,1500000,1800000,1
2021-05-16 12:43:19,77.8,1500000,1700000,1
2021-05-16 12:43:20,76.8,1500000,1800000,1
2021-05-16 12:43:22,77.4,1500000,1800000,1
2021-05-16 12:43:23,76.8,1500000,1700000,1
2021-05-16 12:43:24,77.4,1500000,1800000,1
2021-05-16 12:43:25,76.8,1500000,1700000,1
2021-05-16 12:43:27,77.2,1500000,1800000,1
2021-05-16 12:43:28,77,1500000,1700000,1
2021-05-16 12:43:29,76.8,1500000,1800000,1
2021-05-16 12:43:30,77.6,1500000,1700000,1
2021-05-16 12:43:32,76.4,1500000,1700000,1
2021-05-16 12:43:33,77.4,1500000,1800000,1
2021-05-16 12:43:34,77.4,1500000,1800000,1
2021-05-16 12:43:35,76.8,1500000,1700000,1
2021-05-16 12:43:37,77,1500000,1800000,1
2021-05-16 12:43:38,77,1500000,1700000,1
2021-05-16 12:43:39,76.8,1500000,1800000,1
2021-05-16 12:43:40,77.4,1500000,1800000,1
2021-05-16 12:43:42,77.4,1500000,1800000,1
2021-05-16 12:43:43,76.8,1500000,1700000,1
2021-05-16 12:43:44,77,1500000,1800000,1
2021-05-16 12:43:45,77,1500000,1700000,1
2021-05-16 12:43:47,76.8,1500000,1800000,1
2021-05-16 12:43:48,77.4,1500000,1700000,1
2021-05-16 12:43:49,76.4,1500000,1700000,1
2021-05-16 12:43:51,77.4,1500000,1800000,1
2021-05-16 12:43:52,76.4,1500000,1700000,1
2021-05-16 12:43:53,77.2,1500000,1800000,1
2021-05-16 12:43:54,76.6,1500000,1700000,1
